Parameter,Type,DOF,MaxEnergy,MinEnergy,Range,RelChange,Slope,ImpactScore
m_6,m,7,278.03294149578187,236.04223598367756,41.99070551210431,0.16374614340400095,-34403.64172540568,5633.463651588149
m_6,m,3,266.26062786021595,227.97707791429985,38.28354994591609,0.1552564220422239,-31366.713685567902,4869.88373804413
m_6,m,1,149.96746719603308,127.74687884052982,22.220588355503267,0.1603997071519982,-18205.05254790647,2920.0850973709366
m_6,m,5,28.803958090995962,24.667905842270816,4.1360522487251465,0.15503538031100186,-3388.782734358075,525.3812200125609
m_6,m,9,31.96961576229507,30.479899751232207,1.489716011062864,0.04769024338873931,1220.9308714255387,58.226490419109524
m_7,m,7,357.1126917669556,137.7929870580061,219.3197047089495,0.8696970774352898,162324.92502490446,141173.51288906194
m_7,m,0,4689.480723347564,4017.4378615152136,672.0428618323504,0.15470216368940917,-497602.5035796357,76980.18396103662
m_7,m,8,16890.920574649987,16497.88083762642,393.039737023566,0.0235366070457903,291059.22315288987,6850.546562402559
m_7,m,4,366.98918421923673,315.98580003833325,51.00338418090348,0.14965435335741617,-37766.23187219511,5651.8810095796
m_7,m,2,298.6987950663472,255.97168882925445,42.727106237092755,0.1543931733490902,-31636.629904410092,4884.479685012599
m_7,m,6,303.0540579688344,261.07615824702737,41.977899721807034,0.14911771735667054,-31083.322048132646,4635.074031679809
m_7,m,3,265.5005682472945,228.57972391498862,36.920844332305876,0.149751286993098,-27338.577540795282,4093.987171294698
m_7,m,1,149.50292198511121,128.1122178347089,21.390704150402314,0.15443372912333658,-15838.413010869455,2445.985184664143
m_7,m,5,28.722036430560298,24.732885056194746,3.9891513743655516,0.149550051861081,-2953.8305531251513,441.74551240871193
m_7,m,9,31.947652823364905,30.504062264682677,1.443590558682228,0.04621290729491492,1069.20434600471,49.41104132123581
m_8,m,8,37445.34012745755,8668.228625374166,28777.111502083386,1.4870048308560824,-294739.80837927654,438279.5189055802
m_8,m,0,6385.4334544985895,2589.4714911141873,3795.961963384402,0.8617234945965473,42054.5123873938,36239.36137801877
m_8,m,7,441.82855926777086,76.5765591108566,365.2520001569143,1.4164328993288358,3997.59657843681,5662.327311942285
m_8,m,4,552.0897634502211,137.2603568509818,414.8294065992393,1.2102282090317793,4544.892012332399,5500.356520327879
m_8,m,6,460.66456261606004,108.31806369867505,352.346498917385,1.2447961027228127,3858.82680627071,4803.452569528098
m_8,m,3,398.66462070849127,100.11773413404654,298.5468865744447,1.2038982889858523,3271.1777335695324,3938.165276412978
m_8,m,2,409.2682406220364,161.3837157272662,247.88452489477018,0.8839943933677684,2742.964536483342,2424.765271457894
m_8,m,1,204.67704191144335,81.00712927340447,123.66991263803888,0.8810778984885174,1368.6762494674856,1205.910393591958
m_8,m,5,43.296169959470625,10.648998227187091,32.64717173228353,1.2169827412779237,357.6543148981157,435.25912857458655
m_8,m,9,43.12409957584644,17.944405877348174,25.179693698498262,0.814583314189214,-277.76146000768887,226.25985064709803
k_0,k,4,343.7824007250956,329.85095094476094,13.931449780334674,0.04111714115465727,0.0005598665544925565,2.3020112148842062e-05
k_0,k,7,258.7765425966066,247.62189136412618,11.154651232480404,0.04377720722064589,0.00044830913586549863,1.9625721939692624e-05
k_0,k,6,284.0014928483881,272.3672305730922,11.634262275295953,0.041571719675585705,0.0004675552402190916,1.943707537923921e-05
k_0,k,3,248.69339430405,238.6370465100253,10.056347794024703,0.041027260852493405,0.00040413576988717774,1.658058365098449e-05
k_0,k,2,278.7977321858648,268.76922213658275,10.028510049282033,0.03643687211484276,0.00040295762854395333,1.4682515578956342e-05
k_0,k,1,139.53772189166608,134.5243522365877,5.013369655078378,0.03639363114811686,0.00020144294694275,7.331240308424118e-06
k_0,k,0,4341.994266248153,4320.334324670733,21.659941577419886,0.004997273859422111,0.0008680600923474663,4.337934007895536e-06
k_0,k,5,26.90783295545233,25.815097778301332,1.092735177150999,0.041205958719198514,4.391413013107508e-05,1.8095238333705913e-06
k_0,k,8,16715.37809737557,16698.56876712257,16.809330252999644,0.0010062719108491797,-0.0006758270334863763,6.800657603898684e-07
k_0,k,9,31.41152959761154,31.19261362137752,0.21891597623401893,0.007000782211383192,-8.786183881490054e-06,6.15101598234773e-08
k_1,k,4,340.80430927263546,338.6480610885169,2.1562481841185672,0.0063411657222364765,1.2501527620066203e-05,7.927425841995636e-08
k_1,k,7,256.3906982906283,254.66370246115355,1.7269958294747312,0.006751924950372502,1.0012919620087473e-05,6.760648180894296e-08
k_1,k,6,281.5142193261347,279.71342278957195,1.800796536562757,0.006411365525546023,1.0440706377949138e-05,6.693918493393159e-08
k_1,k,3,246.54371745512978,244.98725759293458,1.5564598621951973,0.006327283375522966,9.024062185208003e-06,5.709779864415205e-08
k_1,k,2,276.6563224593604,275.1050829508868,1.5512395084736,0.005618269130024028,8.993592435890256e-06,5.0528422750579826e-08
k_1,k,0,4337.621782900413,4333.648594128822,3.973188771590685,0.0009162804855221886,2.3027378953479096e-05,2.1099537967797255e-08
k_1,k,5,26.674237137456014,26.50510663627192,0.169130501184096,0.006354881709725726,9.805877189476873e-07,6.231518959922328e-09
k_1,k,8,16704.784943888102,16702.172501423443,2.6124424646586704,0.00015640465678862957,-1.5147122340907713e-05,2.3690804710650543e-09
k_1,k,1,138.3043316832404,138.17915291097418,0.12517877226622431,0.0009053867773783815,7.254949351004822e-07,6.568535212949636e-10
k_1,k,9,31.272684219824956,31.238961770720707,0.03372244910424982,0.001079086885503399,-1.954765617766612e-07,2.1093619423649012e-10
k_2,k,4,398.0142333192904,203.0999021614628,194.91433115782758,0.6030357146493743,0.1036577183993473,0.062509306293874
k_2,k,7,302.33969525631727,147.04935880865312,155.29033644766415,0.64032570857787,0.08268592834060229,0.05294592565411514
k_2,k,6,329.3167786750287,166.68318659371843,162.63359208131024,0.6094148965047702,0.08650876849929158,0.052719732201750906
k_2,k,3,287.83577245693573,147.11307787531797,140.72269458161776,0.6017768433734092,0.07483475628890082,0.04503382341415312
k_2,k,0,4465.593649262593,3935.695330146587,529.8983191160064,0.1238100057857429,0.27419197135807327,0.033947709560247306
k_2,k,5,31.162068094628022,15.876247346233551,15.285820748394471,0.6042824855865626,0.008129515092795728,0.0049125235868880774
k_2,k,2,284.39165015526936,250.94994866214594,33.44170149312342,0.12263894870389941,0.017299935720775855,0.002121645929440987
k_2,k,8,16868.723343473408,16632.591288894073,236.1320545793351,0.01411984402392451,-0.12574790429099414,0.0017755407949242247
k_2,k,1,142.345053900828,125.5866159464137,16.75843795441429,0.12279265803520735,0.008669692286191489,0.0010645745601687866
k_2,k,9,33.735199236849546,30.388491408441237,3.3467078284083094,0.1059455429710337,-0.0017435220597221957,0.00018471839129924306
k_3,k,4,341.2775564168955,337.23873759201075,4.038818824884743,0.011884323805681697,3.4494847768292306e-05,4.099479405060824e-07
k_3,k,7,256.7698827880625,253.53484767509332,3.2350351129691717,0.01265555615921683,2.763047462501339e-05,3.4967902332267254e-07
