Parameter,Type,DOF,MaxEnergy,MinEnergy,Range,RelChange,Slope,ImpactScore
k_6,k,4,96991.0725209957,400.20867798976985,96590.86384300594,1.4504807224390055,5.336462959053908,7.740436648117506
k_6,k,0,106510.24875764851,5199.80466221256,101310.44409543596,1.3318713564606517,5.518000353117282,7.349266615256669
k_6,k,6,91401.97900948228,329.89909079114204,91072.07991869115,1.4497452920793594,5.028180229749816,7.289580615806308
k_6,k,3,67457.37947737509,289.6264225907128,67167.75305478438,1.450373730897075,3.7112126422286527,5.382645326061563
k_6,k,8,16394.14135736566,295.74229141670384,16098.399065948957,3.3094120709198367,-0.8606356694775232,2.8481980732330903
k_6,k,5,7800.32475742887,31.3111081948182,7769.013649234052,1.4503501114175967,0.4291655269109929,0.6224402697719502
k_6,k,2,3550.4060525644895,330.86852287742875,3219.5375296870607,1.2383675466040045,0.17410924053363372,0.2156112330407225
k_6,k,1,1958.652261092858,165.62636402619762,1793.0258970666605,1.2560241428798768,0.09709675138548798,0.12195586393537804
k_7,k,4,129840.80261030211,58750.53437240238,71090.26823789973,0.7569741040509191,65.31952255327813,49.44518706180152
k_7,k,6,118612.15152460425,57696.415595646744,60915.73592895751,0.6903130418346651,55.96328554041278,38.63218587246428
k_7,k,3,90659.45770460316,40615.90195038923,50043.555754213936,0.7659431133718089,45.98268305939565,35.220119423702634
k_7,k,7,128352.08085817163,90138.96694174012,38213.11391643151,0.34122543315591763,34.97230404966951,11.933439597808931
k_7,k,0,122800.70982386095,90903.38556869529,31897.32425516566,0.301923608757221,-29.30731567848604,8.84857051263559
k_7,k,8,2275.9950984205366,38.545222828619245,2237.449875591917,2.9052716026438925,1.8320566838068915,5.322622257898103
k_7,k,5,10377.59638463104,4764.715384907808,5612.880999723233,0.7435963557084867,5.157144607140008,3.8348339357309853
k_7,k,2,4801.226088717289,2581.620383007366,2219.605705709923,0.6182808882145928,-2.032963241975672,1.2569423189563367
k_7,k,1,2579.6847399635844,1465.049202298692,1114.6355376648924,0.564886236836867,-1.0213145737191849,0.5769265461748794
k_8,k,8,373.85307670691503,279.82307190633236,94.03000480058267,0.2902145735502316,0.015203371893079753,0.004412240090475718
k_8,k,0,104653.62508652058,104625.76413187491,27.86095464567188,0.0002662541249039122,-0.004506111920608109,1.1997708861405992e-06
k_8,k,7,114220.8895819757,114207.34883740323,13.54074457247043,0.00011855526797553347,-0.0021876672909731075,2.593594819226261e-07
k_8,k,2,3507.18161834074,3505.986951271616,1.1946670691240797,0.00034068952040590677,-0.00019325678838403467,6.584056254974258e-08
k_8,k,1,1933.0449524164578,1932.4110209755243,0.6339314409335657,0.0003279954595540034,-0.00010254602210288128,3.3634629645069535e-08
k_8,k,6,88336.81733586911,88333.78267815393,3.034657715179492,3.435375922074576e-05,-0.00048795681957043084,1.6763151089643463e-08
k_8,k,4,93629.0226899028,93627.3391899403,1.6834999624988995,1.7980655120717048e-05,-0.00026904208419430104,4.837552928856646e-09
k_8,k,3,65108.84980885561,65107.82266886767,1.0271399879347882,1.5775823715421393e-05,-0.00016385218848046485,2.5849032408538133e-09
k_8,k,5,7531.7090274889,7531.548777945979,0.1602495429206101,2.1276826051693493e-05,-2.566089561874912e-05,5.459824124107887e-10
